wno(vac) wavel(air) v  v Branch N" noINmeanVALUE
23753.1800  4208.815  0  1 P1   44  2
23752.8030  4208.882  0  1 P2   44  2
23751.6947  4209.078  0  1 P1    1  3
23751.6947  4209.078  0  1 P2    1  3
23749.5235  4209.463  0  1 P1   43  2
23749.1550  4209.528  0  1 P2   43  2
23748.1243  4209.711  0  1 P1    2  3
23748.1243  4209.711  0  1 P2    2  3
23746.0390  4210.081  0  1 P1   42  2
23745.6815  4210.144  0  1 P2   42  2
23744.7163  4210.315  0  1 P1    3  3
23744.7163  4210.315  0  1 P2    3  3
23742.7285  4210.668  0  1 P1   41  2
23742.3810  4210.729  0  1 P2   41  2
23741.4790  4210.889  0  1 P1    4  3
23741.4790  4210.889  0  1 P2    4  3
23739.5980  4211.223  0  1 P1   40  2
23739.2520  4211.284  0  1 P2   40  2
23738.4367  4211.429  0  1 P1    5  3
23738.4367  4211.429  0  1 P2    5  3
23736.6300  4211.749  0  1 P1   39  2
23736.2960  4211.809  0  1 P2   39  2
23735.7620  4211.903 11 12 P2    3  1
23735.5193  4211.947  0  1 P1    6  3
23735.5193  4211.947  0  1 P2    6  3
23735.3520  4211.976 11 12 P1    3  1
23733.8410  4212.244  0  1 P1   38  2
23733.5135  4212.303  0  1 P2   38  2
23732.7903  4212.431  0  1 P1    7  3
23732.7903  4212.431  0  1 P2    7  3
23732.3850  4212.503 11 12 P2    4  1
23731.8710  4212.594 11 12 P1    4  1
23731.1990  4212.713  0  1 P1   37  2
23730.9065  4212.765  0  1 P2   37  2
23730.1747  4212.895  0  1 P1    8  3
23730.1747  4212.895  0  1 P2    8  3
23728.9730  4213.109 11 12 P2    5  1
23728.7755  4213.144  0  1 P1   36  2
23728.4660  4213.199  0  1 P2   36  2
23728.3690  4213.216 11 12 P1    5  1
23727.8933  4213.300  0  1 P1    9  3
23727.8607  4213.306  0  1 P2    9  3
23726.5030  4213.547  0  1 P1   35  2
23726.2005  4213.601  0  1 P2   35  2
23725.6763  4213.694  0  1 P1   10  3
23725.6423  4213.700  0  1 P2   10  3
23724.8480  4213.841 11 12 P1    6  1
23724.4070  4213.919  0  1 P1   34  2
23724.1115  4213.972  0  1 P2   34  2
23723.6353  4214.056  0  1 P1   11  3
23723.6013  4214.063  0  1 P2   11  3
23722.4795  4214.262  0  1 P1   33  2
23722.1895  4214.313  0  1 P2   33  2
23722.0800  4214.333 11 12 P2    7  1
23721.7650  4214.389  0  1 P1   12  3
23721.7253  4214.396  0  1 P2   12  3
23721.3090  4214.470 11 12 P1    7  1
23720.7030  4214.577  0  1 P1   32  2
23720.4335  4214.625  0  1 P2   32  2
23720.0853  4214.687  0  1 P1   13  3
23720.0490  4214.694  0  1 P2   13  3
23719.1280  4214.857  0  1 P1   31  2
23718.8810  4214.901  0  1 P2   31  2
23718.5595  4214.958  0  1 P1   14  2
23718.5010  4214.969  0  1 P2   14  2
23717.7520  4215.102 11 12 P1    8  1
23717.7170  4215.108  0  1 P1   30  1
23717.4430  4215.157  0  1 P2   30  1
23717.2270  4215.195  0  1 P1   15  1
23717.1020  4215.217  0  1 P2   15  1
23715.0820  4215.576 11 12 P2    9  1
23711.5160  4216.210 11 12 P2   10  1
23710.5840  4216.376 11 12 P1   10  1
23707.9360  4216.847 11 12 P2   11  1
23706.9750  4217.018 11 12 P1   11  1
23704.3280  4217.489 11 12 P2   12  1
23703.3420  4217.664 11 12 P1   12  1
23700.6780  4218.138 11 12 P2   13  1
23699.6930  4218.314 11 12 P1   13  1
23697.0040  4218.792 11 12 P2   14  1
23696.0230  4218.967 11 12 P1   14  1
23693.2910  4219.453 11 12 P2   15  1
23692.3140  4219.627 11 12 P1   15  1
23600.0700  4236.120 12 13 R1   11  1
23599.6410  4236.197 12 13 R2   11  1
23597.5620  4236.571 12 13 R1   10  1
23594.9410  4237.041 12 13 R1    9  1
23594.5840  4237.105 12 13 R2    9  1
23592.2420  4237.526 12 13 R1    8  1
23591.9410  4237.580 12 13 R2    8  1
23589.4690  4238.024 12 13 R1    7  1
23589.2170  4238.069 12 13 R2    7  1
23586.6330  4238.534 12 13 R1    6  1
23586.4430  4238.568 12 13 R2    6  1
23583.7300  4239.055 12 13 R1    5  1
23583.5550  4239.087 12 13 R2    5  1
23580.7660  4239.588 12 13 R1    4  1
23580.6150  4239.615 12 13 R2    4  1
23577.7440  4240.132 12 13 R1    3  1
23577.6290  4240.152 12 13 R2    3  1
23574.5680  4240.703 12 13 R1    2  1
23574.5680  4240.703 12 13 R2    2  1
23571.4650  4241.261 12 13 R1    1  1
23571.4650  4241.261 12 13 R2    1  1
23558.3030  4243.631 12 13 P1    2  1
23558.3030  4243.631 12 13 P2    2  1
23554.8340  4244.256 12 13 P1    3  1
23554.8340  4244.256 12 13 P2    3  1
23551.4340  4244.868 12 13 P1    4  1
23551.3120  4244.890 12 13 P2    4  1
23547.8850  4245.508 12 13 P1    5  1
23547.7340  4245.535 12 13 P2    5  1
23544.2850  4246.157 12 13 P1    6  1
23544.1070  4246.189 12 13 P2    6  1
23540.6210  4246.818 12 13 P1    7  1
23540.4040  4246.857 12 13 P2    7  1
23536.8890  4247.492 12 13 P1    8  1
23536.6460  4247.535 12 13 P2    8  1
23533.0980  4248.176 12 13 P1    9  1
23532.8030  4248.229 12 13 P2    9  1
23529.2420  4248.872 12 13 P1   10  1
23528.9040  4248.933 12 13 P2   10  1
23525.3160  4249.581 12 13 P1   11  1
23524.9300  4249.651 12 13 P2   11  1
23521.3320  4250.301 12 13 P1   12  1
23520.8690  4250.385 12 13 P2   12  1
22375.0060  4468.054  7  9 R1   16  1
22375.0060  4468.054  7  9 R2   16  1
22373.0640  4468.442  6  8 R1   17  1
22372.7660  4468.502  6  8 R2   17  1
22369.6740  4469.119  7  9 R1   15  1
22369.6740  4469.119  7  9 R2   15  1
22367.1290  4469.628  6  8 R1   16  1
22366.8340  4469.687  6  8 R2   16  1
22364.4550  4470.162  7  9 R1   14  1
22364.4550  4470.162  7  9 R2   14  1
22361.3200  4470.789  6  8 R1   15  1
22361.0390  4470.845  6  8 R2   15  1
22359.3220  4471.188  7  9 R1   13  1
22359.3220  4471.188  7  9 R2   13  1
22355.6460  4471.924  6  8 R1   14  1
22355.3670  4471.979  6  8 R2   14  1
22354.2850  4472.196  7  9 R1   12  1
22354.2850  4472.196  7  9 R2   12  1
22350.0940  4473.034  6  8 R1   13  1
22349.8360  4473.086  6  8 R2   13  1
22349.3480  4473.184  7  9 R1   11  1
22349.3480  4473.184  7  9 R2   11  1
22344.6780  4474.119  6  8 R1   12  1
22344.5160  4474.151  7  9 R1   10  1
22344.5160  4474.151  7  9 R2   10  1
22339.7950  4475.097  7  9 R1    9  1
22339.7950  4475.097  7  9 R2    9  1
22339.3930  4475.177  6  8 R1   11  1
22339.1620  4475.223  6  8 R2   11  1
22335.1820  4476.021  7  9 R1    8  1
22335.1820  4476.021  7  9 R2    8  1
22334.2440  4476.209  6  8 R1   10  1
22334.0310  4476.252  6  8 R2   10  1
22333.6840  4476.321  8 10 R2   12  1
22330.6800  4476.923  7  9 R1    7  1
22330.6800  4476.923  7  9 R2    7  1
22329.3810  4477.184  8 10 R1   11  1
22329.2290  4477.214  6  8 R1    9  1
22329.0370  4477.253  6  8 R2    9  1
22326.2890  4477.804  7  9 R1    6  1
22326.2890  4477.804  7  9 R2    6  1
22324.8180  4478.099  8 10 R1   10  1
22324.5040  4478.162  8 10 R2   10  1
22324.3400  4478.195  6  8 R1    8  1
22324.1660  4478.230  6  8 R2    8  1
22322.0140  4478.661  7  9 R1    5  1
22322.0140  4478.661  7  9 R2    5  1
22320.3400  4478.997  8 10 R1    9  1
22320.0470  4479.056  8 10 R2    9  1
22319.6040  4479.145  6  8 R1    7  1
22319.4360  4479.179  6  8 R2    7  1
22317.8540  4479.496  7  9 R1    4  1
22317.8540  4479.496  7  9 R2    4  1
22315.9590  4479.876  8 10 R1    8  1
22315.6880  4479.931  8 10 R2    8  1
22314.9900  4480.071  6  8 R1    6  1
22314.8460  4480.100  6  8 R2    6  1
22313.8030  4480.309  7  9 R1    3  1
22313.8030  4480.309  7  9 R2    3  1
22311.6640  4480.739  8 10 R1    7  1
22311.4140  4480.789  8 10 R2    7  1
22310.5180  4480.969  6  8 R1    5  1
22310.3870  4480.995  6  8 R2    5  1
22309.8770  4481.098  7  9 R1    2  1
22309.8770  4481.098  7  9 R2    2  1
22307.4650  4481.582  8 10 R1    6  1
22307.2380  4481.628  8 10 R2    6  1
22306.1820  4481.840  6  8 R1    4  1
22306.1820  4481.840  6  8 R2    4  1
22306.0660  4481.863  7  9 R1    1  1
22306.0660  4481.863  7  9 R2    1  1
22303.3570  4482.408  8 10 R1    5  1
22303.1580  4482.448  8 10 R2    5  1
22301.9820  4482.684  6  8 R1    3  1
22301.9820  4482.684  6  8 R2    3  1
22299.3420  4483.215  8 10 R1    4  1
22299.1680  4483.250  8 10 R2    4  1
22297.8910  4483.507  6  8 R1    2  1
22297.8910  4483.507  6  8 R2    2  1
22295.4220  4484.003  8 10 R1    3  1
22295.4220  4484.003  8 10 R2    3  1
22295.3110  4484.025  7  9 P1    1  1
22295.3110  4484.025  7  9 P2    1  1
22291.9710  4484.697  7  9 P1    2  1
22291.9710  4484.697  7  9 P2    2  1
22291.5920  4484.773  8 10 R1    2  1
22291.4790  4484.796  8 10 R2    2  1
22290.6540  4484.962  5  7 R1    9  1
22290.1880  4485.056  5  7 R2    9  1
22288.7380  4485.348  7  9 P1    3  1
22288.7380  4485.348  7  9 P2    3  1
22287.8650  4485.523  8 10 R1    1  1
22287.8650  4485.523  8 10 R2    1  1
22285.6230  4485.975  7  9 P1    4  1
22285.6230  4485.975  7  9 P2    4  1
22285.3500  4486.030  5  7 R2    8  1
22282.6330  4486.577  7  9 P1    5  1
22282.6330  4486.577  7  9 P2    5  1
22280.6410  4486.978  5  7 R1    7  1
22280.5530  4486.995  5  7 R2    7  1
22279.7520  4487.157  7  9 P1    6  1
22279.7520  4487.157  7  9 P2    6  1
22277.2540  4487.660  8 10 P1    1  1
22277.2540  4487.660  8 10 P2    1  1
22276.9940  4487.712  7  9 P1    7  1
22276.9940  4487.712  7  9 P2    7  1
22276.4730  4487.817  6  8 P1    3  1
22276.4730  4487.817  6  8 P2    3  1
22275.8570  4487.941  5  7 R1    6  1
22275.7520  4487.963  5  7 R2    6  1
22274.3500  4488.245  7  9 P1    8  1
22274.3500  4488.245  7  9 P2    8  1
22273.9240  4488.331  8 10 P1    2  1
22273.9240  4488.331  8 10 P2    2  1
22273.3890  4488.439  6  8 P1    4  1
22273.3890  4488.439  6  8 P2    4  1
22271.8200  4488.755  7  9 P1    9  1
22271.8200  4488.755  7  9 P2    9  1
22271.5610  4488.807  5  7 R1    5  1
22271.2640  4488.867  5  7 R2    5  1
22270.7170  4488.977  8 10 P1    3  1
22270.7170  4488.977  8 10 P2    3  1
22270.4800  4489.025  6  8 P1    5  1
22270.3980  4489.041  6  8 P2    5  1
22269.4060  4489.241  7  9 P1   10  1
22269.4060  4489.241  7  9 P2   10  1
22267.6880  4489.588  6  8 P1    6  1
22267.5880  4489.608  8 10 P1    4  1
22267.5880  4489.608  8 10 P2    4  1
22267.1070  4489.705  7  9 P1   11  1
22267.1070  4489.705  7  9 P2   11  1
22266.8360  4489.760  5  7 R1    4  1
22266.7580  4489.775  5  7 R2    4  1
22265.0270  4490.124  6  8 P1    7  1
22264.9180  4490.146  7  9 P1   12  1
22264.9180  4490.146  7  9 P2   12  1
22264.5680  4490.217  8 10 P1    5  1
22264.4380  4490.243  8 10 P2    5  1
22263.3240  4490.468  9 11 R1    8  1
22263.3240  4490.468  9 11 R2    8  1
22262.8460  4490.564  7  9 P1   13  1
22262.8460  4490.564  7  9 P2   13  1
22262.5270  4490.629  5  7 R1    3  1
22262.4140  4490.651  5  7 R2    3  1
22261.6350  4490.809  8 10 P1    6  1
22261.4730  4490.841  8 10 P2    6  1
22260.8790  4490.961  7  9 P1   14  1
22260.8790  4490.961  7  9 P2   14  1
22260.1270  4491.113  6  8 P1    9  1
22259.9730  4491.144  6  8 P2    9  1
22259.3120  4491.277  9 11 R1    7  1
22259.3120  4491.277  9 11 R2    7  1
22259.0200  4491.336  7  9 P1   15  1
22259.0200  4491.336  7  9 P2   15  1
22258.8010  4491.380  8 10 P1    7  1
22258.6110  4491.419  8 10 P2    7  1
22258.3610  4491.469  5  7 R1    2  1
22258.2660  4491.488  5  7 R2    2  1
22257.8850  4491.565  6  8 P1   10  1
22257.7150  4491.599  6  8 P2   10  1
22257.2600  4491.691  7  9 P1   16  1
22257.2600  4491.691  7  9 P2   16  1
22256.5250  4491.840  4  6 R1   14  1
22256.3120  4491.883  4  6 R2   14  1
22256.0610  4491.933  8 10 P1    8  1
22255.8110  4491.984  8 10 P2    8  1
22255.3690  4492.073  9 11 R1    6  1
22255.3690  4492.073  9 11 R2    6  1
22254.2850  4492.292  5  7 R1    1  1
22254.2850  4492.292  5  7 R2    1  1
22253.4140  4492.468  8 10 P1    9  1
22253.1700  4492.517  8 10 P2    9  1
22251.4940  4492.855  9 11 R1    5  1
22251.4940  4492.855  9 11 R2    5  1
22250.8550  4492.984  8 10 P1   10  1
22250.6040  4493.035  8 10 P2   10  1
22248.4100  4493.478  8 10 P1   11  1
22248.1230  4493.536  8 10 P2   11  1
22247.6890  4493.624  9 11 R1    4  1
22247.6890  4493.624  9 11 R2    4  1
22246.0470  4493.955  8 10 P1   12  1
22245.7520  4494.015  8 10 P2   12  1
22244.5120  4494.265  4  6 R1   12  1
22244.3160  4494.305  4  6 R2   12  1
22243.9490  4494.379  9 11 R1    3  1
22243.9490  4494.379  9 11 R2    3  1
22243.7790  4494.413  8 10 P1   13  1
22243.4530  4494.479  8 10 P2   13  1
22243.1290  4494.545  5  7 P1    1  1
22243.1290  4494.545  5  7 P2    1  1
22241.6050  4494.853  8 10 P1   14  1
22241.2600  4494.922  8 10 P2   14  1
22240.2810  4495.120  9 11 R1    2  1
22240.2810  4495.120  9 11 R2    2  1
22239.7830  4495.221  5  7 P1    2  1
22239.7830  4495.221  5  7 P2    2  1
22239.5180  4495.275  8 10 P1   15  1
22239.1580  4495.347  8 10 P2   15  1
22238.7440  4495.431  4  6 R1   11  1
22238.5680  4495.467  4  6 R2   11  1
22237.5210  4495.678  8 10 P1   16  1
22237.1560  4495.752  8 10 P2   16  1
22236.6370  4495.857  5  7 P1    3  1
22236.6370  4495.857  5  7 P2    3  1
22236.6370  4495.857  9 11 R1    1  1
22236.6370  4495.857  9 11 R2    1  1
22235.6270  4496.061  8 10 P1   17  1
22235.2420  4496.139  8 10 P2   17  1
22233.6090  4496.469  5  7 P1    4  1
22233.6090  4496.469  5  7 P2    4  1
22232.9790  4496.597  4  6 R2   10  1
22230.7150  4497.055  5  7 P1    5  1
22230.7150  4497.055  5  7 P2    5  1
22227.9240  4497.619  5  7 P1    6  1
22227.9240  4497.619  5  7 P2    6  1
22227.7230  4497.660  4  6 R1    9  1
22227.5660  4497.692  4  6 R2    9  1
22226.3010  4497.948  9 11 P1    1  1
22226.3010  4497.948  9 11 P2    1  1
22225.3120  4498.148  5  7 P1    7  1
22225.3120  4498.148  5  7 P2    7  1
22222.9800  4498.620  9 11 P1    2  1
22222.9800  4498.620  9 11 P2    2  1
22222.8440  4498.647  5  7 P1    8  1
22222.8440  4498.647  5  7 P2    8  1
22222.4590  4498.725  4  6 R1    8  1
22222.3180  4498.754  4  6 R2    8  1
22220.5700  4499.108  5  7 P1    9  1
22220.4710  4499.128  5  7 P2    9  1
22219.7290  4499.278  9 11 P1    3  1
22219.7290  4499.278  9 11 P2    3  1
22218.4530  4499.536  5  7 P1   10  1
22218.2090  4499.586  5  7 P2   10  1
22217.3630  4499.757  4  6 R1    7  1
22217.2340  4499.783  4  6 R2    7  1
22216.5490  4499.922  9 11 P1    4  1
22216.5490  4499.922  9 11 P2    4  1
22216.4690  4499.938  5  7 P1   11  1
22215.9880  4500.036  5  7 P2   11  1
22214.6480  4500.307  5  7 P1   12  1
22213.5740  4500.525  5  7 P2   12  1
22213.4450  4500.551  9 11 P1    5  1
22213.4450  4500.551  9 11 P2    5  1
22212.4340  4500.756  4  6 R1    6  1
22212.3200  4500.779  4  6 R2    6  1
22210.4020  4501.168  9 11 P1    6  1
22210.4020  4501.168  9 11 P2    6  1
22207.6800  4501.719  4  6 R1    5  1
22207.6800  4501.719  4  6 R2    5  1
22207.4340  4501.769  9 11 P1    7  1
22207.4340  4501.769  9 11 P2    7  1
22204.5410  4502.356  9 11 P1    8  1
22204.5410  4502.356  9 11 P2    8  1
22203.0840  4502.651  4  6 R1    4  1
22203.0840  4502.651  4  6 R2    4  1
22201.7190  4502.928  9 11 P1    9  1
22201.7190  4502.928  9 11 P2    9  1
22198.9750  4503.485  9 11 P1   10  1
22198.9750  4503.485  9 11 P2   10  1
22198.6270  4503.555  4  6 R1    3  1
22198.6270  4503.555  4  6 R2    3  1
22196.2620  4504.035  9 11 P1   11  1
22196.2620  4504.035  9 11 P2   11  1
22194.3770  4504.417  4  6 R1    2  1
22194.3770  4504.417  4  6 R2    2  1
22193.6370  4504.568  9 11 P1   12  1
22193.6370  4504.568  9 11 P2   12  1
22191.0800  4505.087  9 11 P1   13  1
22191.0800  4505.087  9 11 P2   13  1
22190.2970  4505.246  4  6 R1    1  1
22190.2970  4505.246  4  6 R2    1  1
22182.5390  4506.821 10 12 R2   10  1
22182.4650  4506.836 10 12 R1   10  1
22179.0740  4507.525  4  6 P1    1  1
22179.0740  4507.525  4  6 P2    1  1
22178.7070  4507.600 10 12 R1    9  1
22178.7070  4507.600 10 12 R2    9  1
22175.6720  4508.217  4  6 P1    2  1
22175.6720  4508.217  4  6 P2    2  1
22175.0180  4508.350 10 12 R1    8  1
22174.8980  4508.374 10 12 R2    8  1
22172.4430  4508.873  4  6 P1    3  1
22172.4430  4508.873  4  6 P2    3  1
22171.3710  4509.091 10 12 R1    7  1
22171.1330  4509.140 10 12 R2    7  1
22169.3790  4509.497  4  6 P1    4  1
22169.3790  4509.497  4  6 P2    4  1
22167.7600  4509.826 10 12 R1    6  1
22167.4120  4509.897 10 12 R2    6  1
22166.4900  4510.084  4  6 P1    5  1
22166.4900  4510.084  4  6 P2    5  1
22164.1910  4510.552 10 12 R1    5  1
22163.8120  4510.629 10 12 R2    5  1
22163.7440  4510.643  4  6 P1    6  1
22163.7440  4510.643  4  6 P2    6  1
22161.2560  4511.150  4  6 P1    7  1
22161.1660  4511.168  4  6 P2    7  1
22160.6450  4511.274 10 12 R1    4  1
22160.1050  4511.384 10 12 R2    4  1
22158.8810  4511.633  4  6 P1    8  1
22158.7810  4511.653  4  6 P2    8  1
22156.6760  4512.082  4  6 P1    9  1
22156.5510  4512.108  4  6 P2    9  1
22154.6430  4512.496  4  6 P1   10  1
22154.5120  4512.523  4  6 P2   10  1
22152.7750  4512.877  4  6 P1   11  1
22152.6370  4512.905  4  6 P2   11  1
22151.0780  4513.222  4  6 P1   12  1
22150.9300  4513.252  4  6 P2   12  1
22149.5640  4513.531  4  6 P1   13  1
22149.3890  4513.566  4  6 P2   13  1
22148.1990  4513.809  4  6 P1   14  1
22148.0210  4513.845  4  6 P2   14  1
22147.0160  4514.050  4  6 P1   15  1
22146.8280  4514.088  4  6 P2   15  1
22145.9960  4514.258  4  6 P1   16  1
22145.7970  4514.299  4  6 P2   16  1
22145.1450  4514.431  4  6 P1   17  1
22144.9430  4514.473  4  6 P2   17  1
22144.4670  4514.570  4  6 P1   18  1
22144.2520  4514.614  4  6 P2   18  1
22136.4140  4516.212 10 12 P1    2  1
22136.2700  4516.241 10 12 P2    2  1
22133.2110  4516.866 10 12 P1    3  1
22132.9340  4516.922 10 12 P2    3  1
22130.0140  4517.518 10 12 P1    4  1
22129.6680  4517.589 10 12 P2    4  1
22126.8240  4518.169 10 12 P1    5  1
22126.4630  4518.243 10 12 P2    5  1
22123.6480  4518.818 10 12 P1    6  1
22123.3240  4518.884 10 12 P2    6  1
22120.4980  4519.462 10 12 P1    7  1
22120.2400  4519.514 10 12 P2    7  1
22117.3770  4520.099 10 12 P1    8  1
22117.2110  4520.133 10 12 P2    8  1
22114.3030  4520.728 10 12 P1    9  1
22114.2250  4520.744 10 12 P2    9  1
22111.2770  4521.346 10 12 P1   10  1
22111.2770  4521.346 10 12 P2   10  1
22108.3810  4521.939 10 12 P2   11  1
22108.2930  4521.957 10 12 P1   11  1
22105.5230  4522.523 10 12 P2   12  1
22105.3630  4522.556 10 12 P1   12  1
22102.6930  4523.102 10 12 P2   13  1
22102.4920  4523.143 10 12 P1   13  1
22099.8980  4523.674 10 12 P2   14  1
22099.6580  4523.723 10 12 P1   14  1
22097.1560  4524.236 10 12 P2   15  1
22096.8770  4524.293 10 12 P1   15  1
22094.4260  4524.795 10 12 P2   16  1
22094.1480  4524.852 10 12 P1   16  1
22080.2810  4527.693 11 13 R1   16  1
22080.2810  4527.693 11 13 R2   16  1
22076.8810  4528.391 11 13 R1   15  1
22076.8810  4528.391 11 13 R2   15  1
22073.4650  4529.091 11 13 R1   14  1
22073.4650  4529.091 11 13 R2   14  1
22070.0470  4529.793 11 13 R1   13  1
22070.0470  4529.793 11 13 R2   13  1
22066.6330  4530.494 11 13 R1   12  1
22066.6330  4530.494 11 13 R2   12  1
22063.2090  4531.197 11 13 R1   11  1
22063.2090  4531.197 11 13 R2   11  1
22059.7990  4531.897 11 13 R1   10  1
22059.7990  4531.897 11 13 R2   10  1
22056.3910  4532.597 11 13 R1    9  1
22056.3910  4532.597 11 13 R2    9  1
22052.9840  4533.298 11 13 R1    8  1
22052.9840  4533.298 11 13 R2    8  1
22049.5800  4533.997 11 13 R1    7  1
22049.5800  4533.997 11 13 R2    7  1
22046.1880  4534.695 11 13 R1    6  1
22046.1880  4534.695 11 13 R2    6  1
22042.7990  4535.392 11 13 R1    5  1
22042.7990  4535.392 11 13 R2    5  1
22039.4220  4536.087 11 13 R1    4  1
22039.4220  4536.087 11 13 R2    4  1
22036.0490  4536.782 11 13 R1    3  1
22036.0490  4536.782 11 13 R2    3  1
22032.6880  4537.474 11 13 R1    2  1
22032.6880  4537.474 11 13 R2    2  1
22029.3380  4538.164 11 13 R1    1  1
22029.3380  4538.164 11 13 R2    1  1
22019.3480  4540.223 11 13 P1    1  1
22019.3480  4540.223 11 13 P2    1  1
22016.0350  4540.906 11 13 P1    2  1
22016.0350  4540.906 11 13 P2    2  1
22013.0350  4541.525 11 13 P1    3  1
22013.0350  4541.525 11 13 P2    3  1
22009.4550  4542.263 11 13 P1    4  1
22009.4550  4542.263 11 13 P2    4  1
22006.1800  4542.939 11 13 P1    5  1
22006.1800  4542.939 11 13 P2    5  1
22002.9160  4543.613 11 13 P1    6  1
22002.9160  4543.613 11 13 P2    6  1
21999.6640  4544.285 11 13 P1    7  1
21999.6640  4544.285 11 13 P2    7  1
21996.4220  4544.955 11 13 P1    8  1
21996.4220  4544.955 11 13 P2    8  1
21993.1890  4545.623 11 13 P1    9  1
21993.1890  4545.623 11 13 P2    9  1
21989.9650  4546.289 11 13 P1   10  1
21989.9650  4546.289 11 13 P2   10  1
21986.7500  4546.954 11 13 P1   11  1
21986.7500  4546.954 11 13 P2   11  1
21983.5430  4547.617 11 13 P1   12  1
21983.5430  4547.617 11 13 P2   12  1
21911.0860  4562.656 12 14 R2   13  1
21910.5700  4562.763 12 14 R1   13  1
21908.3650  4563.222 12 14 R2   12  1
21907.8810  4563.323 12 14 R1   12  1
21905.5020  4563.819 12 14 R2   11  1
21905.0800  4563.907 12 14 R1   11  1
21902.5700  4564.430 12 14 R2   10  1
21902.2170  4564.503 12 14 R1   10  1
21899.5820  4565.052 12 14 R2    9  1
21899.2870  4565.114 12 14 R1    9  1
21896.5610  4565.682 12 14 R2    8  1
21896.3070  4565.735 12 14 R1    8  1
21893.5060  4566.319 12 14 R2    7  1
21893.2890  4566.365 12 14 R1    7  1
21890.4200  4566.963 12 14 R2    6  1
21890.2380  4567.001 12 14 R1    6  1
21887.2970  4567.615 12 14 R2    5  1
