wno(vac) wavel(air) v  v Branch N" noINmeanVALUE
24131.7070  4142.796  0  1 R1   47  1
24131.5920  4142.816  4  5 R2    8  1
24131.2270  4142.878  0  1 R2   47  1
24131.1990  4142.883  8  9 R1   11  1
24130.8670  4142.940  8  9 R2   11  1
24130.5250  4142.999  6  7 P1    4  1
24130.5250  4142.999  6  7 P2    4  1
24127.4360  4143.529  6  7 P1    5  1
24127.4360  4143.529  6  7 P2    5  1
24127.1430  4143.580  5  6 P1    1  1
24127.1430  4143.580  5  6 P2    1  1
24126.9220  4143.618  4  5 R1    7  1
24126.7870  4143.641  4  5 R2    7  1
24126.1660  4143.747  7  8 P1    1  1
24126.1660  4143.747  7  8 P2    1  1
24124.7600  4143.989  3  4 R1   17  1
24124.4260  4144.046  6  7 P1    6  1
24124.4260  4144.046  6  7 P2    6  1
24124.3550  4144.059  3  4 R2   17  1
24123.7230  4144.167  5  6 P1    2  1
24123.7230  4144.167  5  6 P2    2  1
24123.3750  4144.227  1  2 R1   37  1
24123.0780  4144.278  1  2 R2   37  1
24122.7480  4144.335  7  8 P1    2  1
24122.7480  4144.335  7  8 P2    2  1
24122.2400  4144.422  4  5 R1    6  1
24122.1270  4144.441  4  5 R2    6  1
24121.5180  4144.546  6  7 P1    7  1
24121.4020  4144.566  6  7 P2    7  1
24120.4390  4144.731  5  6 P1    3  1
24120.4390  4144.731  5  6 P2    3  1
24120.0860  4144.792  0  1 R1   46  1
24119.5550  4144.883  0  1 R2   46  1
24119.4100  4144.908  7  8 P1    3  1
24119.4100  4144.908  7  8 P2    3  1
24118.8590  4145.003  8  9 R1    8  1
24118.7150  4145.028  8  9 R2    8  1
24118.4960  4145.065  3  4 R1   16  1
24118.2130  4145.114  3  4 R2   16  1
24117.6930  4145.203  4  5 R1    5  1
24117.6930  4145.203  4  5 R2    5  1
24117.2970  4145.271  5  6 P1    4  1
24117.2970  4145.271  5  6 P2    4  1
24116.1540  4145.468  7  8 P1    4  1
24116.1540  4145.468  7  8 P2    4  1
24116.0120  4145.492  6  7 P1    9  1
24115.8610  4145.518  6  7 P2    9  1
24114.8570  4145.691  8  9 R1    7  1
24114.6090  4145.733  8  9 R2    7  1
24114.2250  4145.799  5  6 P1    5  1
24114.1430  4145.813  5  6 P2    5  1
24113.4140  4145.939  6  7 P1   10  1
24113.2440  4145.968  4  5 R1    4  1
24113.2440  4145.968  4  5 R2    4  1
24112.9790  4146.014  7  8 P1    5  1
24112.9790  4146.014  7  8 P2    5  1
24111.2230  4146.316  5  6 P1    6  1
24111.2230  4146.316  5  6 P2    6  1
24110.9120  4146.369  6  7 P1   11  1
24110.7150  4146.403  6  7 P2   11  1
24109.8870  4146.545  7  8 P1    6  1
24109.8870  4146.545  7  8 P2    6  1
24108.9900  4146.700  4  5 R1    3  1
24108.9900  4146.700  4  5 R2    3  1
24108.5510  4146.775  0  1 R1   45  1
24108.5210  4146.780  6  7 P1   12  1
24108.3570  4146.808  5  6 P1    7  1
24108.3570  4146.808  5  6 P2    7  1
24108.3570  4146.808  6  7 P2   12  1
24108.1040  4146.852  0  1 R2   45  1
24107.0140  4147.039  8  9 R1    5  1
24107.0140  4147.039  8  9 R2    5  1
24106.8710  4147.064  7  8 P1    7  1
24106.8710  4147.064  7  8 P2    7  1
24106.2290  4147.175  6  7 P1   13  1
24106.0160  4147.211  6  7 P2   13  1
24105.9490  4147.223  2  3 R1   25  1
24105.9490  4147.223  2  3 R2   25  1
24105.6090  4147.281  5  6 P1    8  1
24105.6090  4147.281  5  6 P2    8  1
24104.8200  4147.417  4  5 R1    2  1
24104.8200  4147.417  4  5 R2    2  1
24104.0230  4147.554  1  2 R1   35  1
24103.9410  4147.568  7  8 P1    8  1
24103.9410  4147.568  7  8 P2    8  1
24103.6780  4147.613  1  2 R2   35  1
24103.0160  4147.727  5  6 P1    9  1
24102.9140  4147.745  5  6 P2    9  1
24101.9470  4147.911  6  7 P1   15  1
24101.7070  4147.953  6  7 P2   15  1
24101.0900  4148.059  7  8 P1    9  1
24101.0900  4148.059  7  8 P2    9  1
24100.8120  4148.107  4  5 R1    1  1
24100.8120  4148.107  4  5 R2    1  1
24100.5430  4148.153  5  6 P1   10  1
24100.2970  4148.195  5  6 P2   10  1
24099.9590  4148.253  6  7 P1   16  1
24099.7030  4148.298  6  7 P2   16  1
24099.4040  4148.349  8  9 R1    3  1
24099.4040  4148.349  8  9 R2    3  1
24098.3160  4148.536  7  8 P1   10  1
24098.3160  4148.536  7  8 P2   10  1
24098.1700  4148.561  5  6 P1   11  1
24097.8030  4148.625  6  7 P2   17  1
24097.6860  4148.645  5  6 P2   11  1
24095.6230  4149.000  7  8 P1   11  1
24095.6230  4149.000  7  8 P2   11  1
24093.0060  4149.451  7  8 P1   12  1
24093.0060  4149.451  7  8 P2   12  1
24092.0270  4149.619  8  9 R1    1  1
24092.0270  4149.619  8  9 R2    1  1
24090.4650  4149.888  7  8 P1   13  1
24090.4650  4149.888  7  8 P2   13  1
24089.5840  4150.040  4  5 P1    1  1
24089.5840  4150.040  4  5 P2    1  1
24087.9960  4150.314  7  8 P1   14  1
24087.9960  4150.314  7  8 P2   14  1
24086.1170  4150.637  4  5 P1    2  1
24086.1170  4150.637  4  5 P2    2  1
24085.6000  4150.727  7  8 P1   15  1
24085.6000  4150.727  7  8 P2   15  1
24083.9450  4151.012  3  4 R1   10  1
24083.7440  4151.046  3  4 R2   10  1
24083.2620  4151.129  7  8 P1   16  1
24083.2620  4151.129  7  8 P2   16  1
24082.7790  4151.213  4  5 P1    3  1
24082.7790  4151.213  4  5 P2    3  1
24081.4200  4151.447  8  9 P1    1  1
24081.4200  4151.447  8  9 P2    1  1
24081.0290  4151.514  7  8 P1   17  1
24080.9410  4151.530  7  8 P2   17  1
24079.5760  4151.765  4  5 P1    4  1
24079.5760  4151.765  4  5 P2    4  1
24078.7950  4151.900  7  8 P1   18  1
24078.6930  4151.917  7  8 P2   18  1
24078.0200  4152.033  8  9 P1    2  1
24078.0200  4152.033  8  9 P2    2  1
24076.5000  4152.295  4  5 P1    5  1
24076.5000  4152.295  4  5 P2    5  1
24074.9630  4152.560  0  1 R1   42  1
24074.6780  4152.610  8  9 P1    3  1
24074.6780  4152.610  8  9 P2    3  1
24074.5680  4152.629  0  1 R2   42  1
24073.5840  4152.798  4  5 P1    6  1
24073.5840  4152.798  4  5 P2    6  1
24071.4390  4153.168  8  9 P1    4  1
24071.4390  4153.168  8  9 P2    4  1
24070.8110  4153.277  4  5 P1    7  1
24070.7250  4153.292  4  5 P2    7  1
24069.9020  4153.434  9 10 R1   16  1
24069.8110  4153.449  9 10 R2   16  1
24068.6070  4153.657  3  4 R1    7  1
24068.4860  4153.678  3  4 R2    7  1
24068.1600  4153.734  4  5 P1    8  1
24068.0590  4153.752  4  5 P2    8  1
24066.0080  4154.106  9 10 R1   15  1
24065.9080  4154.123  9 10 R2   15  1
24065.6290  4154.171  4  5 P1    9  1
24065.5180  4154.190  4  5 P2    9  1
24065.0780  4154.266  8  9 P1    6  1
24064.9200  4154.293  8  9 P2    6  1
24063.8240  4154.483  3  4 R1    6  1
24063.6860  4154.506  3  4 R2    6  1
24063.2400  4154.583  4  5 P1   10  1
24063.1130  4154.605  4  5 P2   10  1
24062.1330  4154.775  9 10 R1   14  1
24062.0020  4154.797  8  9 P1    7  1
24061.8050  4154.831  8  9 P2    7  1
24060.9860  4154.973  4  5 P1   11  1
24060.8480  4154.996  4  5 P2   11  1
24059.1560  4155.289  3  4 R1    5  1
24059.1560  4155.289  3  4 R2    5  1
24058.9670  4155.321  8  9 P1    8  1
24058.8630  4155.339  4  5 P1   12  1
24058.7290  4155.362  4  5 P2   12  1
24058.2790  4155.440  9 10 R1   13  1
24058.1700  4155.459  9 10 R2   13  1
24056.8810  4155.682  4  5 P1   13  1
24056.7170  4155.710  4  5 P2   13  1
24055.9900  4155.836  8  9 P1    9  1
24055.7560  4155.876  8  9 P2    9  1
24055.0270  4156.002  4  5 P1   14  1
24054.8540  4156.032  4  5 P2   14  1
24054.6270  4156.071  3  4 R1    4  1
24054.6270  4156.071  3  4 R2    4  1
24054.4470  4156.102  9 10 R1   12  1
24054.3320  4156.122  9 10 R2   12  1
24053.3120  4156.298  4  5 P1   15  1
24053.0980  4156.335  4  5 P2   15  1
24052.8200  4156.383  8  9 P2   10  1
24051.7290  4156.572  4  5 P1   16  1
24051.5290  4156.606  4  5 P2   16  1
24050.6310  4156.762  9 10 R1   11  1
24050.5230  4156.780  9 10 R2   11  1
24050.2400  4156.829  8  9 P1   11  1
24050.0760  4156.857  8  9 P2   11  1
24048.9650  4157.050  4  5 P1   18  1
24048.7420  4157.088  4  5 P2   18  1
24047.7790  4157.255  4  5 P1   19  1
24047.5490  4157.294  4  5 P2   19  1
24047.4300  4157.315  8  9 P1   12  1
24047.1290  4157.367  8  9 P2   12  1
24046.8440  4157.416  9 10 R1   10  1
24046.7360  4157.435  9 10 R2   10  1
24045.9860  4157.565  3  4 R1    2  1
24045.9860  4157.565  3  4 R2    2  1
24044.6930  4157.788  8  9 P1   13  1
24044.3690  4157.844  8  9 P2   13  1
24043.0780  4158.067  9 10 R1    9  1
24042.9790  4158.085  9 10 R2    9  1
24042.0080  4158.252  8  9 P1   14  1
24041.9040  4158.270  3  4 R1    1  1
24041.9040  4158.270  3  4 R2    1  1
24041.6700  4158.311  8  9 P2   14  1
24039.3480  4158.713  9 10 R1    8  1
24039.2460  4158.730  9 10 R2    8  1
24039.0290  4158.768  8  9 P2   15  1
24036.8120  4159.151  8  9 P1   16  1
24036.5080  4159.204  2  3 R1   15  1
24036.4570  4159.213  8  9 P2   16  1
24036.3340  4159.234  2  3 R2   15  1
24035.6310  4159.356  9 10 R1    7  1
24035.5430  4159.371  9 10 R2    7  1
24034.2950  4159.587  8  9 P1   17  1
24033.9140  4159.653  8  9 P2   17  1
24032.7250  4159.859  1  2 R1   27  1
24032.4240  4159.911  1  2 R2   27  1
24031.9490  4159.993  9 10 R1    6  1
24031.8650  4160.008  9 10 R2    6  1
24031.4320  4160.082  8  9 P2   18  1
24030.5350  4160.238  3  4 P1    1  1
24030.5350  4160.238  3  4 P2    1  1
24030.3780  4160.265  2  3 R1   14  2
24030.1930  4160.297  2  3 R2   14  2
24029.4200  4160.431  8  9 P1   19  1
24029.0180  4160.500  8  9 P2   19  1
24028.2640  4160.631  9 10 R1    5  1
24028.2640  4160.631  9 10 R2    5  1
24027.0450  4160.842  3  4 P1    2  1
24027.0450  4160.842  3  4 P2    2  1
24024.6460  4161.258  9 10 R1    4  1
24024.6460  4161.258  9 10 R2    4  1
24024.3670  4161.306  2  3 R1   13  1
24024.2110  4161.333  2  3 R2   13  1
24023.6930  4161.423  3  4 P1    3  1
24023.6930  4161.423  3  4 P2    3  1
24021.0570  4161.879  9 10 R1    3  1
24021.0570  4161.879  9 10 R2    3  1
24020.4960  4161.976  3  4 P1    4  2
24020.4960  4161.976  3  4 P2    4  2
24018.5380  4162.316  2  3 R1   12  2
24018.3800  4162.343  2  3 R2   12  2
24017.4900  4162.497  9 10 R1    2  1
24017.4900  4162.497  9 10 R2    2  1
24017.4260  4162.508  3  4 P1    5  1
24017.4260  4162.508  3  4 P2    5  1
24016.4390  4162.680  1  2 R1   25  1
24016.1410  4162.731  1  2 R2   25  1
24014.5440  4163.008  3  4 P1    6  2
24014.4985  4163.016  3  4 P2    6  2
24013.9750  4163.107  9 10 R1    1  1
24013.9750  4163.107  9 10 R2    1  1
24012.8525  4163.301  2  3 R1   11  2
24012.7040  4163.327  2  3 R2   11  2
24011.8075  4163.482  3  4 P1    7  2
24011.6955  4163.502  3  4 P2    7  2
24009.2050  4163.934  3  4 P1    8  2
24009.0760  4163.956  3  4 P2    8  2
24008.5390  4164.049  1  2 R1   24  1
24008.2640  4164.097  1  2 R2   24  1
24007.3135  4164.262  2  3 R1   10  2
24007.1915  4164.283  2  3 R2   10  2
24006.7550  4164.359  3  4 P1    9  2
24006.6130  4164.383  3  4 P2    9  2
24004.4415  4164.760  3  4 P1   10  2
24004.2800  4164.788  3  4 P2   10  2
24003.5940  4164.907  9 10 P1    1  1
24003.5940  4164.907  9 10 P2    1  1
24002.2680  4165.137  3  4 P1   11  1
24002.0980  4165.167  3  4 P2   11  1
24001.9260  4165.197  2  3 R1    9  1
24001.8010  4165.218  2  3 R2    9  1
24000.7750  4165.396  1  2 R1   23  1
24000.5310  4165.439  1  2 R2   23  1
24000.2030  4165.496  9 10 P1    2  1
24000.2030  4165.496  9 10 P2    2  1
24000.0640  4165.520  3  4 P2   12  1
23998.3790  4165.812  3  4 P1   13  1
23998.1800  4165.847  3  4 P2   13  1
23996.8360  4166.080  9 10 P1    3  1
23996.8360  4166.080  9 10 P2    3  1
23996.6910  4166.105  2  3 R1    8  1
23996.5860  4166.123  2  3 R2    8  1
23995.0740  4166.386  3  4 P1   15  1
23994.8460  4166.426  3  4 P2   15  1
23993.5060  4166.658  9 10 P1    4  1
23993.5060  4166.658  9 10 P2    4  1
23992.3550  4166.858  3  4 P1   17  1
23992.0960  4166.903  3  4 P2   17  1
23991.6190  4166.986  2  3 R1    7  1
23991.5160  4167.004  2  3 R2    7  1
23991.2090  4167.057  3  4 P1   18  1
23990.9510  4167.102  3  4 P2   18  1
23990.2090  4167.231  9 10 P1    5  1
23990.2090  4167.231  9 10 P2    5  1
23986.9450  4167.798  9 10 P1    6  1
23986.9450  4167.798  9 10 P2    6  1
23986.6715  4167.845  2  3 R1    6  2
23986.6250  4167.853  2  3 R2    6  2
23985.7710  4168.002  1  2 R1   21  1
23985.5290  4168.044  1  2 R2   21  1
23983.7130  4168.360  9 10 P1    7  1
23983.7130  4168.360  9 10 P2    7  1
23982.9745  4168.488  0  1 R1   33  2
23982.6555  4168.543  0  1 R2   33  2
23981.9095  4168.673  2  3 R1    5  2
23981.8675  4168.680  2  3 R2    5  2
23981.5620  4168.733  2  3 P1   54  1
23981.0250  4168.827  2  3 P2   54  1
23980.5140  4168.916  9 10 P1    8  1
23980.5140  4168.916  9 10 P2    8  1
23978.5100  4169.264  1  2 R1   20  1
23978.2680  4169.306  1  2 R2   20  1
23977.3910  4169.459  9 10 P1    9  1
23977.3120  4169.472  9 10 P2    9  1
23977.2930  4169.476  2  3 R1    4  1
23977.2930  4169.476  2  3 R2    4  1
23977.0290  4169.522  2  3 P1   53  1
23976.5200  4169.610  2  3 P2   53  1
23974.2480  4170.005  9 10 P1   10  1
23974.1640  4170.020  9 10 P2   10  1
23973.5465  4170.127  0  1 R1   32  2
23973.2415  4170.180  0  1 R2   32  2
23972.8280  4170.252  2  3 R1    3  1
23972.8280  4170.252  2  3 R2    3  1
23972.6890  4170.276  2  3 P1   52  1
23972.1290  4170.374  2  3 P2   52  1
23971.3330  4170.512  1  2 R1   19  2
23971.2150  4170.533  1  2 R2   19  2
23971.1450  4170.545  9 10 P1   11  1
23971.0550  4170.561  9 10 P2   11  1
23968.5290  4171.000  2  3 R1    2  1
23968.5290  4171.000  2  3 R2    2  1
23968.4650  4171.011  2  3 P1   51  1
23968.0720  4171.080  9 10 P1   12  1
23967.9790  4171.096  9 10 P2   12  1
23967.9220  4171.106  2  3 P2   51  1
23965.0270  4171.610  9 10 P1   13  1
23964.9320  4171.626  9 10 P2   13  1
23964.3850  4171.721  2  3 R1    1  1
23964.3850  4171.721  2  3 R2    1  1
23962.0100  4172.135  9 10 P1   14  1
23961.9140  4172.152  9 10 P2   14  1
23960.4340  4172.409  2  3 P1   49  1
23959.9670  4172.491  2  3 P2   49  1
23959.0200  4172.656  9 10 P1   15  1
23958.9240  4172.672  9 10 P2   15  1
23957.6500  4172.894  1  2 R1   17  1
23957.4410  4172.931  1  2 R2   17  1
23956.0550  4173.172  9 10 P1   16  1
23955.9630  4173.188  9 10 P2   16  1
23955.2060  4173.320  0  1 R1   30  2
23954.9145  4173.371  0  1 R2   30  2
23953.1130  4173.685  9 10 P1   17  1
23953.0250  4173.700  9 10 P2   17  1
23953.0160  4173.701  2  3 P1   47  1
23952.8850  4173.724  2  3 P1    1  1
23952.8850  4173.724  2  3 P2    1  1
23952.5310  4173.786  2  3 P2   47  1
23951.0200  4174.049  1  2 R1   16  1
23950.8120  4174.086  1  2 R2   16  1
23950.1930  4174.193  9 10 P1   18  1
23950.1150  4174.207  9 10 P2   18  1
23949.5230  4174.310  2  3 P1   46  1
23949.3610  4174.338  2  3 P1    2  1
23949.3610  4174.338  2  3 P2    2  1
23949.0660  4174.390  2  3 P2   46  1
23947.2680  4174.703  9 10 P1   19  1
23947.2680  4174.703  9 10 P2   19  1
23945.9980  4174.925  2  3 P1    3  1
23945.9980  4174.925  2  3 P2    3  1
23944.4610  4175.193  1  2 R1   15  2
23944.3980  4175.204  9 10 P1   20  1
23944.3980  4175.204  9 10 P2   20  1
23944.3680  4175.209  1  2 R2   15  2
23943.0330  4175.442  2  3 P1   44  1
23942.7900  4175.484  2  3 P1    4  2
23942.7900  4175.484  2  3 P2    4  2
23942.6050  4175.516  2  3 P2   44  1
23942.1070  4175.603  0  1 P1   74  1
23941.6000  4175.692  0  1 P2   74  1
23941.5370  4175.703  9 10 P1   21  1
23941.5370  4175.703  9 10 P2   21  1
23940.0200  4175.967  2  3 P1   43  1
23939.7310  4176.018  2  3 P1    5  2
23939.7310  4176.018  2  3 P2    5  2
23939.6040  4176.040  2  3 P2   43  1
23938.6970  4176.198  9 10 P1   22  1
23938.6970  4176.198  9 10 P2   22  1
23938.1540  4176.293  1  2 R1   14  2
23938.0615  4176.309  1  2 R2   14  2
23937.4860  4176.409  0  1 R1   28  1
23937.1950  4176.460  0  1 R2   28  1
23936.8280  4176.524  2  3 P1    6  2
23936.8280  4176.524  2  3 P2    6  2
23935.8650  4176.692  9 10 P1   23  1
23935.8650  4176.692  9 10 P2   23  1
23934.0940  4177.001  2  3 P1    7  2
23934.0940  4177.001  2  3 P2    7  2
23933.3790  4177.126  0  1 P1   73  1
23933.3750  4177.127 10 11 R1   10  1
23932.8960  4177.210  0  1 P2   73  1
23932.5140  4177.277 10 11 R2   10  1
23932.0840  4177.352  1  2 R1   13  1
23931.8980  4177.384  1  2 R2   13  1
23931.5265  4177.449  2  3 P1    8  2
23931.4880  4177.456  2  3 P2    8  2
23929.9730  4177.720 10 11 R1    9  1
23929.4650  4177.809  2  3 P1   39  1
23929.1035  4177.872  2  3 P1    9  2
23929.0575  4177.880  2  3 P2    9  2
23928.9000  4177.908  0  1 R1   27  1
23928.6110  4177.958  0  1 R2   27  1
23927.2110  4178.203  2  3 P1   38  1
23926.8143  4178.272  2  3 P1   10  3
23926.7813  4178.278  2  3 P2   10  3
23926.5760  4178.314 10 11 R1    8  1
23926.0205  4178.411  1  2 R1   12  2
23925.9435  4178.424  1  2 R2   12  2
23925.5720  4178.489 10 11 R2    8  1
23925.0800  4178.575  2  3 P1   37  1
23924.7157  4178.639  2  3 P1   11  3
23924.6787  4178.645  2  3 P2   11  3
23923.1930  4178.904  2  3 P1   36  1
23923.1800  4178.907 10 11 R1    7  1
23922.7563  4178.981  2  3 P1   12  3
23922.7153  4178.988  2  3 P2   12  3
23922.1290  4179.090 10 11 R2    7  1
23921.3960  4179.218  2  3 P1   35  1
23920.9653  4179.294  2  3 P1   13  3
23920.9223  4179.301  2  3 P2   13  3
23919.7850  4179.500 10 11 R1    6  1
23919.3593  4179.574  2  3 P1   14  3
23919.2777  4179.589  2  3 P2   14  3
23918.6930  4179.691 10 11 R2    6  1
23917.8605  4179.836  2  3 P1   15  2
23917.7880  4179.849  2  3 P2   15  2
23916.5570  4180.064  2  3 P1   16  1
23916.3890  4180.093 10 11 R1    5  1
23915.3950  4180.267  2  3 P1   17  1
23915.2680  4180.289 10 11 R2    5  1
23914.3930  4180.442  2  3 P1   18  1
23914.1970  4180.477  2  3 P2   18  1
23913.5120  4180.596  2  3 P1   19  1
23913.3320  4180.628  2  3 P2   19  1
23912.9730  4180.690 10 11 R1    4  1
23911.8810  4180.881 10 11 R2    4  1
23909.5410  4181.291 10 11 R1    3  1
23909.0580  4181.375  1  2 R1    9  3
23908.9773  4181.389  1  2 R2    9  3
23908.5060  4181.472 10 11 R2    3  1
23906.0800  4181.896 10 11 R1    2  1
23905.1600  4182.057 10 11 R2    2  1
23903.6910  4182.314  1  2 R1    8  1
23903.6910  4182.314  1  2 R2    8  1
23902.5840  4182.508 10 11 R1    1  1
23901.8520  4182.636 10 11 R2    1  1
23900.0940  4182.943  0  1 P1   69  1
23899.5980  4183.030  0  1 P2   69  1
23898.5183  4183.219  1  2 R1    7  3
23898.5183  4183.219  1  2 R2    7  3
23896.1180  4183.639  0  1 R1   23  2
23895.8885  4183.679  0  1 R2   23  2
23893.4913  4184.099  1  2 R1    6  3
23893.4913  4184.099  1  2 R2    6  3
23892.1840  4184.328  0  1 P1   68  1
23892.1090  4184.341 10 11 P1    1  1
23891.6970  4184.413  0  1 P2   68  1
23888.8770  4184.907 10 11 P1    2  1
23888.6320  4184.950  1  2 R1    5  2
23888.6320  4184.950  1  2 R2    5  2
23888.4120  4184.989 10 11 P2    2  1
23888.3340  4185.003  0  1 R1   22  1
23888.1090  4185.042  0  1 R2   22  1
23885.6230  4185.478 10 11 P1    3  1
23884.9060  4185.603 10 11 P2    3  1
23883.9680  4185.768  1  2 R1    4  3
23883.9680  4185.768  1  2 R2    4  3
23882.3380  4186.053 10 11 P1    4  1
23881.4380  4186.211 10 11 P2    4  1
23880.6680  4186.346  0  1 R1   21  2
23880.5535  4186.366  0  1 R2   21  2
23879.4060  4186.567  1  2 R1    3  2
23879.4060  4186.567  1  2 R2    3  2
23879.0180  4186.635 10 11 P1    5  1
23878.0060  4186.813 10 11 P2    5  1
23876.8790  4187.010  0  1 P1   66  1
23876.3950  4187.095  0  1 P2   66  1
23875.6740  4187.222 10 11 P1    6  1
23875.0310  4187.334  1  2 R1    2  1
23875.0310  4187.334  1  2 R2    2  1
23874.6070  4187.409 10 11 P2    6  1
23873.2235  4187.651  0  1 R1   20  2
23873.1135  4187.671  0  1 R2   20  2
23872.3110  4187.812 10 11 P1    7  1
23871.2340  4188.000 10 11 P2    7  1
23869.4710  4188.310  0  1 P1   65  1
23868.9940  4188.393  0  1 P2   65  1
23868.9360  4188.404 10 11 P1    8  1
23867.8850  4188.588 10 11 P2    8  1
23865.9880  4188.921  0  1 R1   19  1
23865.7790  4188.958  0  1 R2   19  1
23865.5610  4188.996 10 11 P1    9  1
23864.5620  4189.171 10 11 P2    9  1
23862.1890  4189.588 10 11 P1   10  1
23861.2680  4189.750 10 11 P2   10  1
23858.8670  4190.171  0  1 R1   18  1
23858.8260  4190.178 10 11 P1   11  1
23858.6660  4190.207  0  1 R2   18  1
23858.0140  4190.321 10 11 P2   11  1
23855.6540  4190.736  1  2 P1    2  1
23855.6540  4190.736  1  2 P2    2  1
23852.2790  4191.329  1  2 P1    3  2
23852.2790  4191.329  1  2 P2    3  2
23851.9200  4191.392  0  1 R1   17  1
23851.7270  4191.426  0  1 R2   17  1
23849.0707  4191.892  1  2 P1    4  3
23849.0707  4191.892  1  2 P2    4  3
23848.2700  4192.033  0  1 P1   62  1
23847.8050  4192.115  0  1 P2   62  1
23846.0197  4192.429  1  2 P1    5  3
23846.0197  4192.429  1  2 P2    5  3
23845.6620  4192.492  1  2 P2   41  1
23845.0950  4192.591  0  1 R1   16  2
23844.9950  4192.609  0  1 R2   16  2
23843.1310  4192.937  1  2 P1    6  3
23843.1310  4192.937  1  2 P2    6  3
23842.8050  4192.994  1  2 P2   40  1
23841.5760  4193.210  0  1 P1   61  1
23841.1070  4193.293  0  1 P2   61  1
23840.4173  4193.414  1  2 P1    7  3
23840.4173  4193.414  1  2 P2    7  3
23840.0820  4193.473  1  2 P2   39  1
23838.4940  4193.752  0  1 R1   15  2
23838.3905  4193.770  0  1 R2   15  2
23837.8423  4193.867  1  2 P1    8  3
23837.8423  4193.867  1  2 P2    8  3
23837.5160  4193.924  1  2 P2   38  1
23835.4727  4194.284  1  2 P1    9  3
23835.4727  4194.284  1  2 P2    9  3
23835.1390  4194.343  1  2 P2   37  1
23833.2310  4194.678  1  2 P1   10  3
23833.1850  4194.686  1  2 P2   10  3
23831.8593  4194.920  0  1 R1   14  3
23831.8173  4194.927  0  1 R2   14  3
23831.1635  4195.042  1  2 P1   11  2
23831.1635  4195.042  1  2 P2   11  2
23829.2665  4195.376  1  2 P1   12  2
23829.2665  4195.376  1  2 P2   12  2
23828.5060  4195.510  0  1 P1   59  1
23828.0900  4195.583  0  1 P2   59  1
23827.5470  4195.679  1  2 P1   13  1
23827.5470  4195.679  1  2 P2   13  1
23825.7460  4195.996  0  1 R1   13  1
23825.6210  4196.018  0  1 R2   13  1
23824.5620  4196.205  1  2 P1   15  1
23824.5620  4196.205  1  2 P2   15  1
23819.6450  4197.071  0  1 R1   12  1
23819.5120  4197.094  0  1 R2   12  1
23816.2730  4197.665  0  1 P1   57  1
23815.8520  4197.739  0  1 P2   57  1
23813.6763  4198.123  0  1 R1   11  3
23813.5943  4198.137  0  1 R2   11  3
23810.4060  4198.699  0  1 P1   56  1
23809.9650  4198.777  0  1 P2   56  1
23807.9043  4199.141  0  1 R1   10  3
23807.8143  4199.157  0  1 R2   10  3
23804.6970  4199.706  0  1 P1   55  1
23804.2620  4199.783  0  1 P2   55  1
23802.2717  4200.134  0  1 R1    9  3
23802.2330  4200.141  0  1 R2    9  3
23799.1560  4200.684  0  1 P1   54  1
23798.7290  4200.760  0  1 P2   54  1
23796.8370  4201.094  0  1 R1    8  3
23796.8007  4201.100  0  1 R2    8  3
23793.7870  4201.632  0  1 P1   53  1
23793.3670  4201.706  0  1 P2   53  1
23791.5707  4202.023  0  1 R1    7  3
23791.5327  4202.030  0  1 R2    7  3
23788.5920  4202.550  0  1 P1   52  1
23788.1720  4202.624  0  1 P2   52  1
23786.3637  4202.943  0  1 R1    6  3
23786.3637  4202.943  0  1 R2    6  3
23784.3870  4203.293 11 12 R2   11  1
23783.5585  4203.439  0  1 P1   51  2
23783.4530  4203.458 11 12 R1   11  1
23783.1510  4203.511  0  1 P2   51  2
23781.4927  4203.804  0  1 R1    5  3
23781.4927  4203.804  0  1 R2    5  3
23781.3340  4203.832 11 12 R2   10  1
23780.4380  4203.991 11 12 R1   10  1
23778.7090  4204.296  0  1 P1   50  2
23778.2815  4204.372  0  1 P2   50  2
23778.2520  4204.377 11 12 R2    9  1
23777.3960  4204.528 11 12 R1    9  1
23776.7327  4204.646  0  1 R1    4  3
23776.7327  4204.646  0  1 R2    4  3
23775.1350  4204.928 11 12 R2    8  1
23774.3280  4205.071 11 12 R1    8  1
23774.0250  4205.125  0  1 P1   49  2
23773.6180  4205.197  0  1 P2   49  2
23772.1580  4205.455  0  1 R1    3  3
23772.1580  4205.455  0  1 R2    3  3
23771.8070  4205.517 11 12 R2    7  1
23771.2440  4205.617 11 12 R1    7  1
23769.5130  4205.923  0  1 P1   48  2
23769.0935  4205.997  0  1 P2   48  2
23768.7870  4206.051 11 12 R2    6  1
23768.1370  4206.166 11 12 R1    6  1
23767.7110  4206.242  0  1 R1    2  3
23767.7110  4206.242  0  1 R2    2  3
23765.5700  4206.621 11 12 R2    5  1
23765.1760  4206.690  0  1 P1   47  2
23765.0020  4206.721 11 12 R1    5  1
23764.7760  4206.761  0  1 P2   47  2
23763.4523  4206.996  0  1 R1    1  3
23763.4523  4206.996  0  1 R2    1  3
23762.3220  4207.196 11 12 R2    4  1
23761.8500  4207.279 11 12 R1    4  1
23761.0090  4207.428  0  1 P1   46  2
23760.6085  4207.499  0  1 P2   46  2
23759.0410  4207.777 11 12 R2    3  1
23758.8340  4207.813 11 12 R1    3  1
23757.0000  4208.138  0  1 P1   45  2
23756.6180  4208.206  0  1 P2   45  2
